Date,Open,High,Low,Close,Volume,Market Cap,Return,Trend,Cum_Return
2013-07-02,88.05,92.3,87.51,90.13,0,1024082228,0.0236229415105053,1,-0.32844050368824884
2013-07-03,90.4,90.98,76.98,77.53,0,881233116,-0.1397980694552313,0,-0.42232322479695916
2013-07-04,78.89,83.11,72.0,80.53,0,915618609,0.0386946988262608,1,-0.3999701959615519
2013-07-05,79.99,80.0,65.53,68.43,0,778411179,-0.1502545635167017,0,-0.49012741226436096
2013-07-06,68.5,75.0,66.82,70.28,0,799741619,0.027034926201958,1,-0.4763430444825266
2013-07-07,68.75,74.56,66.62,74.56,0,848838979,0.0608992601024473,1,-0.4444527233440123
2013-07-08,76.5,80.0,72.6,76.52,0,871457940,0.0262875536480686,1,-0.42984874450487953
2013-07-09,76.0,78.3,72.52,76.69,0,873841849,0.002221641400941,1,-0.428582072870873
2013-07-10,76.72,87.0,76.2,86.76,0,988957719,0.1313078628243578,1,-0.35355040608002275
2013-07-11,88.0,90.28,85.08,88.98,0,1014650063,0.0255878284923927,1,-0.3370091647418214
2013-07-12,88.98,104.0,88.17,93.59,0,1067634684,0.051809395369746,1,-0.3026600104314122
2013-07-13,93.99,98.25,88.06,98.13,0,1119796120,0.0485094561384762,1,-0.26883242679382935
2013-07-14,98.7,98.7,92.86,94.69,0,1080917760,-0.0350555385712829,0,-0.2944638998584296
2013-07-15,93.61,101.9,93.11,98.4,0,1123658944,0.0391804836835991,1,-0.26682065419864254
2013-07-16,98.89,99.86,96.14,97.45,0,1113217032,-0.0096544715447154,0,-0.27389911332985484
2013-07-17,96.71,99.97,96.18,98.5,0,1125658000,0.0107747562852744,1,-0.26607555323746235
2013-07-18,98.5,98.8,86.2,90.58,0,1035512825,-0.0804060913705584,0,-0.3250875493629375
2013-07-19,90.07,95.2,87.8,92.17,0,1054083771,0.0175535438286598,1,-0.3132404440801716
2013-07-20,92.0,93.1,89.27,89.39,0,1022707665,-0.0301616578062275,0,-0.3339542508009822
2013-07-21,89.82,91.95,88.0,90.76,0,1038798980,0.0153260991162322,1,-0.32374636763281284
2013-07-22,92.0,92.0,90.08,91.61,0,1048939081,0.0093653591890701,1,-0.3174130094627807
2013-07-23,91.6,96.82,91.6,95.56,0,1094484058,0.0431175635847616,1,-0.2879815214961611
2013-07-24,95.56,95.99,93.0,94.51,0,1082848325,-0.0109878610297194,0,-0.29580508158855345
2013-07-25,94.5,97.33,93.87,96.9,0,1110587858,0.0252883292773251,1,-0.2779971686163457
2013-07-26,96.95,97.47,96.0,96.02,0,1100902800,-0.0090815273477813,0,-0.2845540570747319
2013-07-27,96.02,97.0,93.0,94.12,0,1079491697,-0.0197875442616121,0,-0.2987109753371565
2013-07-28,94.4,100.58,94.0,99.76,0,1144602838,0.0599235019124522,1,-0.2566872811265909
2013-07-29,98.6,102.5,98.46,101.2,0,1161619140,0.0144346431435444,1,-0.24595782728559545
2013-07-30,101.49,107.99,100.47,107.99,0,1240092366,0.067094861660079,1,-0.19536547202145704
2013-07-31,107.95,111.34,103.88,106.09,0,1218777834,-0.0175942216871931,0,-0.20952239028388153
2013-08-01,106.21,108.0,103.01,104.0,0,1195225200,-0.0197002545008955,0,-0.2250950003725486
2013-08-02,104.86,108.0,101.21,104.5,0,1201487185,0.0048076923076922,1,-0.22136949556664742
2013-08-03,104.5,105.78,102.0,104.0,0,1196226508,-0.0047846889952153,0,-0.2250950003725487
2013-08-04,104.95,105.95,103.52,105.14,0,1209797378,0.0109615384615384,1,-0.21660084941509394
2013-08-05,105.12,107.77,105.0,106.22,0,1222677176,0.0102720182613658,1,-0.20855375903434736
2013-08-06,106.72,107.38,105.56,106.75,0,1229098150,0.0049896441348145,1,-0.2046047239400921
2013-08-07,106.75,106.75,106.75,106.75,0,1229098150,0.0,0,-0.2046047239400921
2013-08-08,106.75,106.75,101.26,103.0,0,1187105900,-0.0351288056206089,0,-0.23254600998435115
2013-08-09,103.07,105.75,101.93,102.8,0,1185307130,-0.0019417475728155,0,-0.23403621190671164
2013-08-10,102.8,103.9,102.41,103.0,0,1188153925,0.0019455252918287,1,-0.23254600998435115
2013-08-11,103.0,105.19,102.75,105.0,0,1211789250,0.0194174757281553,1,-0.21764399076074636
2013-08-12,105.0,108.0,103.5,106.64,0,1231248581,0.0156190476190476,1,-0.20542433499739043
2013-08-13,106.99,109.35,104.65,109.0,0,1259042650,0.0221305326331582,1,-0.18783995231353678
2013-08-14,109.56,115.0,108.0,112.56,0,1300656724,0.0326605504587156,1,-0.1613143580955202
2013-08-15,112.56,113.25,109.0,109.99,0,1271404657,-0.0228322672352523,0,-0.18046345279785247
2013-08-16,110.0,112.3,108.52,108.99,0,1260352119,-0.0090917356123283,0,-0.18791446240965481
2013-08-17,108.99,113.75,108.22,113.5,0,1312996375,0.0413799431140471,1,-0.15431040906042592
2013-08-18,112.75,114.69,112.0,113.5,0,1313544013,0.0,0,-0.15431040906042592
2013-08-19,113.38,123.06,111.77,119.0,0,1377725475,0.0484581497797356,1,-0.11332985619551272
2013-08-20,119.0,123.01,117.51,121.21,0,1403829641,0.0185714285714284,1,-0.09686312495342952
2013-08-21,121.21,124.91,119.68,123.3,0,1428698678,0.0172428017490307,1,-0.08129051486476235
2013-08-22,123.3,123.5,120.6,121.15,0,1404437433,-0.0174371451743713,0,-0.09731018553013748
2013-08-23,122.0,122.0,118.44,118.5,0,1374309422,-0.0218737102765167,0,-0.1170553610014139
2013-08-24,118.51,121.39,118.02,120.04,0,1392768092,0.0129957805907172,1,-0.10558080619923815
2013-08-25,119.6,122.99,119.17,122.11,0,1417198897,0.0172442519160278,1,-0.09015721630280726
2013-08-26,122.11,122.75,119.93,120.06,0,1393847159,-0.0167881418393252,0,-0.1054317860070022
2013-08-27,120.07,127.24,120.07,126.5,0,1469193138,0.053639846743295,1,-0.05744728410699462
2013-08-28,126.48,127.32,122.62,122.62,0,1424675798,-0.0306719367588932,0,-0.08635720140078795
2013-08-29,122.62,123.7,122.21,122.39,0,1422584866,-0.0018757135866905,0,-0.08807093361150242
2013-08-30,122.35,135.75,120.99,133.49,0,1552288465,0.09069368412452,1,-0.0053647269204954995
2013-08-31,133.09,140.89,132.72,135.35,0,1574672051,0.0139336279871149,1,0.008494150957456759
2013-09-01,135.14,145.81,134.81,138.34,0,1610215347,0.0220908755079425,1,0.03077266969674608
2013-09-02,138.63,146.5,134.89,135.85,0,1581969854,-0.0179991325719243,0,0.01221965576335804
2013-09-03,135.61,138.34,133.0,136.77,0,1593346565,0.0067721751932279,1,0.01907458460621636
2013-09-04,136.53,144.5,123.61,126.74,0,1477012118,-0.0733347956423193,0,-0.0556590418001619
2013-09-05,126.76,131.44,121.83,126.43,0,1473965191,-0.00244595234338,0,-0.0579688547798205
2013-09-06,126.49,127.34,119.15,119.15,0,1389646450,-0.0575812702681325,0,-0.11221220475374205
2013-09-07,118.89,125.94,118.46,124.15,0,1448411494,0.0419639110365086,1,-0.07495715669472991
2013-09-08,124.13,124.72,120.49,121.66,0,1419836072,-0.0200563834071688,0,-0.09351017062811795
2013-09-09,121.86,129.06,119.75,127.11,0,1484085516,0.0447969751767221,1,-0.05290216824379468
2013-09-10,127.27,129.74,125.9,125.91,0,1470679164,-0.0094406419636535,0,-0.06184337977795751
2013-09-11,125.89,137.83,123.27,135.25,0,1580450350,0.0741799698197125,1,0.007749049996277124
2013-09-12,135.55,136.08,131.81,133.13,0,1556386219,-0.0156746765249538,0,-0.008047090380744026
2013-09-13,132.83,137.58,132.27,134.98,0,1578699084,0.0138961916923308,1,0.005737277401090424
2013-09-14,135.01,135.85,128.87,129.22,0,1512038756,-0.0426729885909022,0,-0.037180537962891336
2013-09-15,129.4,131.44,128.26,130.37,0,1526085146,0.0088995511530722,1,-0.028611876909318545
2013-09-16,130.86,132.72,129.77,131.72,0,1542395098,0.0103551430543835,1,-0.018553013933385376
2013-09-17,131.59,132.76,124.89,131.66,0,1542278406,-0.0004555116914667,0,-0.019000074510093556
2013-09-18,131.71,133.2,130.54,131.47,0,1540598328,-0.0014431110435971,0,-0.020415766336335905
2013-09-19,131.37,131.77,128.45,129.65,0,1519883709,-0.0138434623868562,0,-0.033976603829816154
2013-09-20,129.7,135.62,126.68,127.04,0,1489921944,-0.0201311222522174,0,-0.053423738916620334
2013-09-21,126.95,128.61,126.24,127.43,0,1495101147,0.0030698992443325,1,-0.05051784516801738
2013-09-22,127.87,133.94,126.59,129.12,0,1515584736,0.0132621831593815,1,-0.037925638924071414
2013-09-23,128.98,132.73,125.66,125.95,0,1479037148,-0.0245508054522924,0,-0.061545339393485055
2013-09-24,126.05,127.46,125.39,127.25,0,1494974356,0.0103215561730845,1,-0.051859026898141924
2013-09-25,127.38,129.69,127.33,128.22,0,1507033770,0.0076227897838898,1,-0.044631547574693675
2013-09-26,128.21,134.93,127.32,128.38,0,1509434269,0.0012478552487911,1,-0.043439386036805305
2013-09-27,128.94,134.74,128.49,133.78,0,1573520360,0.0420626265773484,1,-0.0032039341330721838
2013-09-28,133.77,135.63,132.56,134.78,0,1585878762,0.007474958887726,1,0.004247075478730267
2013-09-29,134.9,140.61,134.71,137.34,0,1616584505,0.0189939160112777,1,0.02332166008494463
2013-09-30,137.15,138.35,130.27,133.0,0,1566038425,-0.0316004077471967,0,-0.009015721630277862
2013-10-01,132.68,134.63,131.55,132.18,0,1557001092,-0.0061654135338344,0,-0.01512554951195566
2013-10-02,132.05,133.59,102.25,114.13,0,1344930746,-0.1365562112271146,0,-0.14961627300498948
2013-10-03,114.45,123.63,111.82,123.63,0,1457492615,0.0832384123368088,1,-0.07883168169286647
2013-10-04,123.41,130.09,123.41,129.01,0,1521498787,0.0435169457251476,1,-0.03874524998136941
2013-10-05,128.63,130.44,128.03,128.55,0,1516777519,-0.0035656150685992,0,-0.04217271440279835
2013-10-06,128.36,129.66,126.15,129.0,0,1522686975,0.0035005834305716,1,-0.03881976007748733
2013-10-07,129.43,130.27,126.36,126.94,0,1498859918,-0.015968992248062,0,-0.0541688398778003
2013-10-08,126.74,127.47,124.71,126.0,0,1488277350,-0.0074050732629588,0,-0.06117278891289446
2013-10-09,125.85,131.75,125.58,130.69,0,1544249376,0.0372222222222222,1,-0.02622755383354103
2013-10-10,130.67,131.5,129.26,130.59,0,1543701125,-0.0007651694850409,0,-0.026972654794721218
2013-10-11,130.75,131.81,129.64,130.9,0,1547971040,0.0023738417949306,1,-0.02466284181506251
2013-10-12,130.9,135.66,130.56,135.19,0,1599426131,0.0327731092436973,1,0.007301989419569832
2013-10-13,135.19,138.66,134.55,138.13,0,1634968839,0.0217471706487166,1,0.029207957678269114
2013-10-14,139.27,144.12,138.9,140.52,0,1664129178,0.0173025410844858,1,0.047015870650477076
2013-10-15,140.77,145.39,139.13,145.24,0,1720981439,0.0335895246228294,1,0.0821846360181846
2013-10-16,145.65,152.23,142.43,142.55,0,1689851848,-0.0185210685761497,0,0.06214142016243618
2013-10-17,142.41,147.42,142.41,146.25,0,1734327563,0.0259558049807084,1,0.08971015572610508
2013-10-18,146.37,155.96,145.57,155.96,0,1850219763,0.0663931623931624,1,0.1620594590567066
2013-10-19,155.91,177.48,155.7,172.42,0,2046457291,0.1055398820210309,1,0.2847030772669745
2013-10-20,171.66,174.91,168.95,174.61,0,2073319140,0.0127015427444614,1,0.3010207883168221
2013-10-21,174.8,184.82,174.8,182.21,0,2164518143,0.0435255712731228,1,0.3576484613665205
2013-10-22,182.65,196.27,182.65,193.76,0,2302910260,0.0633883980023048,1,0.44370762238283845
2013-10-23,193.36,213.62,192.38,213.62,0,2540139399,0.1024979355904212,1,0.5916846732732348
2013-10-24,214.3,217.42,168.52,198.23,0,2358198593,-0.0720438161220859,0,0.47701363534759555
2013-10-25,197.69,198.87,168.5,186.69,0,2222012384,-0.0582152045603591,0,0.39102898442739553
2013-10-26,187.45,188.41,175.75,177.32,0,2111296044,-0.0501901548020783,0,0.3212130243648068
2013-10-27,176.6,196.44,176.6,196.44,0,2339831217,0.1078276562147531,1,0.4636763281424694
2013-10-28,196.21,198.62,192.06,198.55,0,2365837416,0.0107411932396661,1,0.47939795842337274
2013-10-29,198.55,204.79,198.55,204.39,0,2436241934,0.0294132460337446,1,0.522911854556299
2013-10-30,204.39,209.16,199.97,199.97,0,2384492273,-0.0216253241352316,0,0.48997839207213234
2013-10-31,199.83,205.18,198.85,204.0,0,2433658800,0.020153022953443,1,0.5200059608076961
2013-11-01,203.9,206.65,202.13,206.18,0,2460742837,0.0106862745098039,1,0.5362491617614256
2013-11-02,205.81,207.76,201.65,206.22,0,2462261645,0.0001940052381412,1,0.5365472021458975
2013-11-03,205.99,215.05,203.99,215.05,0,2568713111,0.042818349335661,1,0.6023396170181132
2013-11-04,214.66,231.01,213.94,229.1,0,2737659088,0.0653336433387583,1,0.7070263020639374
2013-11-05,229.21,250.66,226.22,245.24,0,2931598960,0.0704495853339153,1,0.8272855971984285
2013-11-06,244.78,263.0,244.78,262.5,0,3138994688,0.0703800358832165,1,0.9558900230981386
2013-11-07,261.68,304.17,261.55,296.41,0,3545560087,0.1291809523809524,1,1.2085537590343591
2013-11-08,297.85,338.66,296.93,338.11,0,4045494603,0.1406835127020005,1,1.5192608598465203
2013-11-09,338.58,370.82,319.71,339.11,0,4058705857,0.0029576173434679,1,1.5267118694583224
2013-11-10,348.82,350.7,277.24,326.62,0,3910613095,-0.036831706525906,0,1.43364875940691
2013-11-11,325.41,351.27,311.78,342.44,0,4101635027,0.0484354907843977,1,1.5515237314656245
2013-11-12,343.06,362.81,342.8,360.33,0,4317726291,0.0522427286531945,1,1.6848222934207695
2013-11-13,360.97,414.05,359.8,407.37,0,4883103453,0.1305469985846308,1,2.035317785559956
2013-11-14,406.41,425.9,395.19,420.2,0,5038817795,0.0314947099688243,1,2.1309142388793805
2013-11-15,419.41,437.89,396.11,417.95,0,5013561020,-0.0053545930509281,0,2.114149467252825
2013-11-16,417.28,450.26,415.57,440.22,0,5282849105,0.0532838856322528,1,2.2800834513076658
2013-11-17,440.96,500.58,440.24,492.11,0,5907842064,0.1178728817409475,1,2.6667163400640934
2013-11-18,496.58,703.78,494.94,703.56,0,8449069629,0.4296803560179634,1,4.242232322479717
2013-11-19,712.76,806.11,456.39,584.61,0,7022949161,-0.1690687361419067,0,3.355934729155819
2013-11-20,577.98,599.65,448.45,590.83,0,7100077964,0.0106395716802654,1,3.4022800089412293
2013-11-21,594.32,733.4,577.29,722.43,0,8684240726,0.2227375048660358,1,4.382832873854428
2013-11-22,724.07,780.85,668.13,771.44,0,9276681716,0.0678404828149441,1,4.7480068549288665
2013-11-23,771.7,844.97,771.7,797.82,0,9597335799,0.0341957896920046,1,4.944564488488215
2013-11-24,795.63,807.36,722.87,774.25,0,9317034156,-0.0295430046877742,0,4.768944191938032
2013-11-25,773.02,810.68,754.43,799.11,0,9619646225,0.0321084920891185,1,4.954176290887441
2013-11-26,805.73,928.54,800.8,928.1,0,11176110593,0.1614170764976035,1,5.9152820207138355
2013-11-27,923.85,1001.96,891.68,1001.96,0,12069885699,0.0795819416011205,1,6.465613590641563
2013-11-28,1003.38,1077.56,962.17,1031.95,0,12435823060,0.0299313345842149,1,6.689069368899517
2013-11-29,1042.01,1146.97,1000.64,1131.97,0,13646039846,0.0969233005475072,1,7.434319350271997
2013-11-30,1129.37,1156.14,1106.61,1129.43,0,13620389321,-0.0022438757210879,0,7.41539378585802
2013-12-01,1128.92,1133.08,801.82,955.85,0,11531708948,-0.1536881435768485,0,6.122047537441355
2013-12-02,951.42,1055.42,938.41,1043.33,0,12591271606,0.0915206360830673,1,6.7738618582818315
2013-12-03,1046.4,1096.0,1011.21,1078.28,0,13018451838,0.0334985095799027,1,7.034274644214326
2013-12-04,1077.58,1156.12,1070.16,1151.17,0,13903428351,0.0675983974477874,1,7.577378734818607
2013-12-05,1152.73,1154.36,897.11,1045.11,0,12626914509,-0.0921323523024403,0,6.78712465539084
2013-12-06,1042.38,1042.38,829.45,829.45,0,10025645095,-0.2063514845327284,0,5.1802399225095295
2013-12-07,835.32,854.64,640.22,698.23,0,8442962249,-0.1582012176743625,0,4.202518441248815
2013-12-08,697.31,802.51,670.88,795.87,0,9627500113,0.1398393079644242,1,4.930035019745204
2013-12-09,793.8,921.93,780.9,893.19,0,10808715488,0.1222812770929926,1,5.655167275165817
2013-12-10,892.32,997.23,892.32,988.51,0,11966951486,0.1067186153002159,1,6.365397511362825
2013-12-11,989.07,1001.58,834.23,878.48,0,10638546534,-0.1113089397173523,0,5.545562923776203
2013-12-12,882.78,901.94,844.95,873.26,0,10578889955,-0.0059420817776159,0,5.506668653602595
2013-12-13,874.98,941.79,860.05,892.58,0,10816819988,0.0221239951446305,1,5.6506221593026185
2013-12-14,899.85,904.65,858.36,872.6,0,10578987915,-0.02238454816375,0,5.501750987258806
2013-12-15,875.29,886.16,825.0,876.12,0,10625517651,0.0040339216135685,1,5.52797854109235
2013-12-16,880.33,882.25,668.25,705.97,0,8565534010,-0.1942085559055837,0,4.260189255644165
2013-12-17,706.37,754.83,630.88,682.12,0,8279623719,-0.0337833052395994,0,4.082482676402677
2013-12-18,678.2,679.32,420.51,522.7,0,6347159168,-0.2337125432475223,0,2.8946427240891333
2013-12-19,519.06,707.23,502.89,691.96,0,8406397153,0.3238186340156876,1,4.155800610982813
2013-12-20,694.22,729.16,595.33,625.32,0,7599576492,-0.0963061448638649,0,3.659265330452299
2013-12-21,619.9,654.27,579.17,605.66,0,7363114611,-0.031439902769782,0,3.512778481484262
2013-12-22,601.78,666.74,585.64,617.18,0,7505757423,0.0190205725984875,1,3.5986141122122257
2013-12-23,613.06,680.91,611.04,673.41,0,8192487202,0.09110794257753,1,4.017584382683877
2013-12-24,672.36,684.39,645.71,665.58,0,8100042042,-0.0116273889606627,0,3.9592429774234645
2013-12-25,666.31,682.7,649.48,682.21,0,8305173374,0.0249857267345774,1,4.08315326726774
2013-12-26,683.94,777.75,683.94,761.98,0,9279735331,0.1169288049134431,1,4.67752030400122
2013-12-27,763.28,777.51,713.6,735.07,46862700,8955394564,-0.0353158875561038,0,4.477013635347617
2013-12-28,737.98,747.06,705.35,727.83,32505800,8869918644,-0.0098494020977594,0,4.423068325758167
2013-12-29,728.05,748.61,714.44,745.05,19011300,9082103621,0.0236593710069656,1,4.551374711273404
2013-12-30,741.35,766.6,740.24,756.13,20707700,9217167990,0.0148714851352258,1,4.633931897772175
2013-12-31,760.32,760.58,738.17,754.01,20897300,9191325349,-0.0028037506777934,0,4.618135757395155
2014-01-01,754.97,775.35,754.97,771.4,22489400,9403308145,0.023063354597419,1,4.747708814544399
2014-01-02,773.44,820.31,767.21,802.39,38489500,9781073921,0.0401737101374124,1,4.978615602414156
2014-01-03,802.85,834.15,789.12,818.72,37810100,9980135396,0.0203516992983463,1,5.100290589374891
2014-01-04,823.27,859.51,801.67,859.51,38005000,10477362437,0.0498216728551885,1,5.404217271440313
2014-01-05,858.55,952.4,854.52,933.53,72898496,11379660685,0.0861188351502599,1,5.955741002905929
2014-01-06,936.05,1017.12,905.71,953.29,85565696,11620533603,0.0211669683888038,1,6.102972952835145
2014-01-07,946.49,965.74,802.0,802.0,81311696,9808299600,-0.1587030179693482,0,4.975709708665555
2014-01-08,795.99,870.68,776.18,842.72,74175600,10310363180,0.0507730673316708,1,5.27911482005815
2014-01-09,841.47,864.36,804.14,846.86,59998600,10365397028,0.0049126637554584,1,5.309961999851011
2014-01-10,846.69,871.19,822.6,868.48,31876800,10634081648,0.0255296034763714,1,5.47105282765818
2014-01-11,867.32,921.48,861.72,913.95,44754200,11195636164,0.0523558400884303,1,5.809850234706836
2014-01-12,919.6,928.52,851.17,863.22,39623500,10578653198,-0.0555063187264073,0,5.431860517100099
2014-01-13,860.19,861.29,806.05,841.2,45580900,10312375950,-0.0255091401960102,0,5.26778928544821
2014-01-14,843.17,855.69,825.66,833.27,20829800,10218535832,-0.0094270090347123,0,5.208702779226616
2014-01-15,833.12,872.81,830.86,860.9,28107200,10561305975,0.0331585200475235,1,5.414574174800717
2014-01-16,860.29,866.16,835.63,835.63,19149300,10255185612,-0.0293530026716226,0,5.226287161910471
2014-01-17,834.49,842.91,797.63,814.64,39031700,10000663202,-0.025118772662542,0,5.069890470158738
2014-01-18,816.07,841.49,816.07,840.0,18052700,10315662000,0.0311303152312678,1,5.258848073914048
2014-01-19,839.66,870.96,825.53,870.96,24365700,10699504086,0.0368571428571429,1,5.489531331495452
2014-01-20,871.39,886.39,853.87,870.2,27652700,10694453430,-0.0008726003490401,0,5.483868564190482
2014-01-21,869.65,881.2,855.93,863.91,18997300,10620283205,-0.0072282233969203,0,5.437001713732244
2014-01-22,867.21,870.15,837.36,845.59,18453700,10399573174,-0.0212059126529383,0,5.300499217644025
2014-01-23,845.46,851.57,819.32,822.04,15607100,10113558120,-0.0278503766600836,0,5.125027941286077
2014-01-24,822.43,822.43,783.58,797.07,34912000,9810138293,-0.0303756508199113,0,4.938976231279371
2014-01-25,796.24,861.45,792.96,853.61,24303900,10509539619,0.0709347987002395,1,5.36025631473068
2014-01-26,853.68,897.02,844.86,885.28,32224300,10902798632,0.0371012523283467,1,5.596229789136464
